邮票,52,0.0046%
原油,52,0.0046%
直到,52,0.0046%
志成,52,0.0046%
重申,52,0.0046%
珠江,52,0.0046%
安装,51,0.0045%
办学,51,0.0045%
本次,51,0.0045%
本世纪,51,0.0045%
成员国,51,0.0045%
出生,51,0.0045%
出台,51,0.0045%
船舶,51,0.0045%
党支部,51,0.0045%
第六,51,0.0045%
多元化,51,0.0045%
发达国家,51,0.0045%
罚款,51,0.0045%
访,51,0.0045%
分行,51,0.0045%
更为,51,0.0045%
公民,51,0.0045%
国务委员,51,0.0045%
海湾,51,0.0045%
浩田,51,0.0045%
检测,51,0.0045%
经费,51,0.0045%
就要,51,0.0045%
局势,51,0.0045%
开创,51,0.0045%
例如,51,0.0045%
辽宁省,51,0.0045%
论,51,0.0045%
拍,51,0.0045%
批发,51,0.0045%
齐,51,0.0045%
气象,51,0.0045%
邱,51,0.0045%
热,51,0.0045%
瑞环,51,0.0045%
盛,51,0.0045%
使命,51,0.0045%
随后,51,0.0045%
通货膨胀,51,0.0045%
通讯,51,0.0045%
养,51,0.0045%
印度,51,0.0045%
允许,51,0.0045%
侦查,51,0.0045%
主人,51,0.0045%
子文,51,0.0045%
镕基,51,0.0045%
安徽省,50,0.0045%
北爱,50,0.0045%
北部,50,0.0045%
表彰,50,0.0045%
不够,50,0.0045%
财经,50,0.0045%
彩电,50,0.0045%
产,50,0.0045%
筹集,50,0.0045%
大连,50,0.0045%
登,50,0.0045%
调,50,0.0045%
范,50,0.0045%
付出,50,0.0045%
富有,50,0.0045%
干警,50,0.0045%
公有制,50,0.0045%
鼓舞,50,0.0045%
河南省,50,0.0045%
艰巨,50,0.0045%
警察,50,0.0045%
竣工,50,0.0045%
蒙古族,50,0.0045%
面貌,50,0.0045%
哪,50,0.0045%
能否,50,0.0045%
上海市,50,0.0045%
身边,50,0.0045%
生物,50,0.0045%
示范,50,0.0045%
土,50,0.0045%
团,50,0.0045%
沿海,50,0.0045%
意味着,50,0.0045%
由此,50,0.0045%
雨,50,0.0045%
员工,50,0.0045%
早日,50,0.0045%
展现,50,0.0045%
职务,50,0.0045%
作业,50,0.0045%
１００万,49,0.0044%
１万,49,0.0044%
本地,49,0.0044%
不得不,49,0.0044%
常常,49,0.0044%
成都,49,0.0044%
大藏省,49,0.0044%
大多数,49,0.0044%
当今,49,0.0044%
翻,49,0.0044%
饭店,49,0.0044%
防伪,49,0.0044%
放弃,49,0.0044%
供,49,0.0044%
喝,49,0.0044%
贺,49,0.0044%
健,49,0.0044%
接着,49,0.0044%
巨额,49,0.0044%
开工,49,0.0044%
看来,49,0.0044%
抗日,49,0.0044%
辽宁,49,0.0044%
陆续,49,0.0044%
拍摄,49,0.0044%
气候,49,0.0044%
失去,49,0.0044%
私人,49,0.0044%
死亡,49,0.0044%
铁映,49,0.0044%
听到,49,0.0044%
透露,49,0.0044%
脱贫致富,49,0.0044%
挖,49,0.0044%
伟,49,0.0044%
显得,49,0.0044%
刑事,49,0.0044%
选,49,0.0044%
学员,49,0.0044%
严峻,49,0.0044%
业余,49,0.0044%
依据,49,0.0044%
伊斯兰,49,0.0044%
意,49,0.0044%
因特网,49,0.0044%
影片,49,0.0044%
增进,49,0.0044%
张北,49,0.0044%
者,49,0.0044%
之外,49,0.0044%
智慧,49,0.0044%
最佳,49,0.0044%
１６,48,0.0043%
２０％,48,0.0043%
不管,48,0.0043%
厂长,48,0.0043%
冲,48,0.0043%
窗口,48,0.0043%
辞职,48,0.0043%
兑,48,0.0043%
对话,48,0.0043%
二十,48,0.0043%
丰田,48,0.0043%
福建,48,0.0043%
港元,48,0.0043%
高于,48,0.0043%
龚,48,0.0043%
合法,48,0.0043%
湖北省,48,0.0043%
患者,48,0.0043%
激励,48,0.0043%
极为,48,0.0043%
街头,48,0.0043%
尽早,48,0.0043%
精力,48,0.0043%
客户,48,0.0043%
清醒,48,0.0043%
群,48,0.0043%
日报,48,0.0043%
深深,48,0.0043%
适合,48,0.0043%
数据,48,0.0043%
外债,48,0.0043%
委托,48,0.0043%
西安,48,0.0043%
县级,48,0.0043%
协助,48,0.0043%
一流,48,0.0043%
游,48,0.0043%
扎实,48,0.0043%
帐篷,48,0.0043%
这时,48,0.0043%
制止,48,0.0043%
中文,48,0.0043%
妍,48,0.0043%
９７,47,0.0042%
爱国,47,0.0042%
本国,47,0.0042%
编辑,47,0.0042%
兵,47,0.0042%
布局,47,0.0042%
打开,47,0.0042%
大批,47,0.0042%
大亚湾,47,0.0042%
夺得,47,0.0042%
发布,47,0.0042%
锋,47,0.0042%
风气,47,0.0042%
工会,47,0.0042%
公正,47,0.0042%
国际货币基金组织,47,0.0042%
含量,47,0.0042%
湖南省,47,0.0042%
回来,47,0.0042%
艰难,47,0.0042%
接待,47,0.0042%
精彩,47,0.0042%
开通,47,0.0042%
勘探,47,0.0042%
立足,47,0.0042%
哪里,47,0.0042%
农业部,47,0.0042%
桥梁,47,0.0042%
确立,47,0.0042%
人民大会堂,47,0.0042%
软件,47,0.0042%
上岗,47,0.0042%
生动,47,0.0042%
升,47,0.0042%
势力,47,0.0042%
苏,47,0.0042%
谭,47,0.0042%
陶,47,0.0042%
突然,47,0.0042%
土耳其,47,0.0042%
外部,47,0.0042%
危险,47,0.0042%
委内瑞拉,47,0.0042%
西南,47,0.0042%
兄弟,47,0.0042%
阳光,47,0.0042%
议员,47,0.0042%
有时,47,0.0042%
杂志,47,0.0042%
支援,47,0.0042%
支柱,47,0.0042%
直辖市,47,0.0042%
重建,47,0.0042%
专项,47,0.0042%
遵守,47,0.0042%
４０００,46,0.0041%
百姓,46,0.0041%
班子,46,0.0041%
背,46,0.0041%
遍,46,0.0041%
并非,46,0.0041%
不利,46,0.0041%
查,46,0.0041%
程序,46,0.0041%
大小,46,0.0041%
登记,46,0.0041%
动作,46,0.0041%
该市,46,0.0041%
歌曲,46,0.0041%
个别,46,0.0041%
国情,46,0.0041%
和谈,46,0.0041%
健身,46,0.0041%
禁止,46,0.0041%
苦,46,0.0041%
列,46,0.0041%
免费,46,0.0041%
难题,46,0.0041%
内阁,46,0.0041%
年底,46,0.0041%
抢救,46,0.0041%
亲人,46,0.0041%
庆祝,46,0.0041%
山东省,46,0.0041%
审议,46,0.0041%
收益,46,0.0041%
苏联,46,0.0041%
听说,46,0.0041%
围,46,0.0041%
武,46,0.0041%
舞蹈,46,0.0041%
戏曲,46,0.0041%
相继,46,0.0041%
新年伊始,46,0.0041%
演,46,0.0041%
移动,46,0.0041%
云,46,0.0041%
债务,46,0.0041%
之所以,46,0.0041%
着力,46,0.0041%
资格,46,0.0041%
场所,45,0.0040%
抽查,45,0.0040%
创造性,45,0.0040%
春云,45,0.0040%
村干部,45,0.0040%
大众,45,0.0040%
单一,45,0.0040%
倒闭,45,0.0040%
道理,45,0.0040%
电信,45,0.0040%
董事长,45,0.0040%
高潮,45,0.0040%
个性,45,0.0040%
工艺,45,0.0040%
管理局,45,0.0040%
归,45,0.0040%
国产,45,0.0040%
海上,45,0.0040%
河西,45,0.0040%
红十字会,45,0.0040%
获悉,45,0.0040%
奖励,45,0.0040%
较为,45,0.0040%
借鉴,45,0.0040%
距离,45,0.0040%
绝对,45,0.0040%
科委,45,0.0040%
理由,45,0.0040%
立,45,0.0040%
力争,45,0.0040%
美丽,45,0.0040%
平等,45,0.0040%
期限,45,0.0040%
穷,45,0.0040%
全军,45,0.0040%
若干,45,0.0040%
生长,45,0.0040%
省人大,45,0.0040%
史,45,0.0040%
收获,45,0.0040%
税务,45,0.0040%
岁月,45,0.0040%
喜爱,45,0.0040%
系,45,0.0040%
刑事诉讼法,45,0.0040%
宣传部,45,0.0040%
一度,45,0.0040%
一级,45,0.0040%
营造,45,0.0040%
驻军,45,0.0040%
转达,45,0.0040%
１／３,44,0.0039%
１９,44,0.0039%
２万,44,0.0039%
杯,44,0.0039%
波罗的海,44,0.0039%
财富,44,0.0039%
参赛,44,0.0039%
藏,44,0.0039%
承包,44,0.0039%
大厦,44,0.0039%
地面,44,0.0039%
发言,44,0.0039%
反响,44,0.0039%
供求,44,0.0039%
公平,44,0.0039%
姑娘,44,0.0039%
广,44,0.0039%
国家机关,44,0.0039%
国家教委,44,0.0039%
黑龙江,44,0.0039%
弘扬,44,0.0039%
换届,44,0.0039%
价值观,44,0.0039%
教,44,0.0039%
接触,44,0.0039%
接到,44,0.0039%
今,44,0.0039%
纠正,44,0.0039%
开罗,44,0.0039%
拉开,44,0.0039%
澜涛,44,0.0039%
纳入,44,0.0039%
男,44,0.0039%
陪同,44,0.0039%
情景,44,0.0039%
全村,44,0.0039%
思维,44,0.0039%
私营,44,0.0039%
贪污,44,0.0039%
题,44,0.0039%
陷入,44,0.0039%
信任,44,0.0039%
烟,44,0.0039%
眼睛,44,0.0039%
营销,44,0.0039%
俞,44,0.0039%
增长点,44,0.0039%
障碍,44,0.0039%
重要性,44,0.0039%
１０万,43,0.0038%
３０万,43,0.0038%
颁发,43,0.0038%
报刊,43,0.0038%
北,43,0.0038%
奔,43,0.0038%
长城,43,0.0038%
朝,43,0.0038%
持,43,0.0038%
促使,43,0.0038%
存款,43,0.0038%
逮捕,43,0.0038%
发射,43,0.0038%
反复,43,0.0038%
饭,43,0.0038%
房屋,43,0.0038%
氛围,43,0.0038%
分散,43,0.0038%
分子,43,0.0038%
否则,43,0.0038%
赶,43,0.0038%
更新,43,0.0038%
洪,43,0.0038%
画家,43,0.0038%
经济林,43,0.0038%
久,43,0.0038%
颗,43,0.0038%
款,43,0.0038%
来源,43,0.0038%
例,43,0.0038%
民众,43,0.0038%
明星,43,0.0038%
内地,43,0.0038%
泡沫,43,0.0038%
贫穷,43,0.0038%
情绪,43,0.0038%
全国人大常委会,43,0.0038%
肉,43,0.0038%
塑造,43,0.0038%
态势,43,0.0038%
特征,43,0.0038%
通报,43,0.0038%
往来,43,0.0038%
务实,43,0.0038%
新风,43,0.0038%
新鲜,43,0.0038%
须,43,0.0038%
眼,43,0.0038%
一边,43,0.0038%
以便,43,0.0038%
引,43,0.0038%
影视,43,0.0038%
有助于,43,0.0038%
圆满,43,0.0038%
在内,43,0.0038%
郑州,43,0.0038%
知,43,0.0038%
钟,43,0.0038%
抓紧,43,0.0038%
转换,43,0.0038%
子弟兵,43,0.0038%
子女,43,0.0038%
１０％,42,0.0037%
１９９０年,42,0.0037%
不好,42,0.0037%
出去,42,0.0037%
从此,42,0.0037%
地处,42,0.0037%
店,42,0.0037%
二十一,42,0.0037%
盖,42,0.0037%
赶到,42,0.0037%
高效,42,0.0037%
购,42,0.0037%
回顾,42,0.0037%
建华,42,0.0037%
节约,42,0.0037%
结,42,0.0037%
俱乐部,42,0.0037%
剧团,42,0.0037%
框架,42,0.0037%
昆,42,0.0037%
拉美,42,0.0037%
劳动力,42,0.0037%
利维,42,0.0037%
立案,42,0.0037%
论坛,42,0.0037%
那个,42,0.0037%
男排,42,0.0037%
难度,42,0.0037%
评为,42,0.0037%
亲属,42,0.0037%
色彩,42,0.0037%
少年,42,0.0037%
省政协,42,0.0037%
使得,42,0.0037%
手续,42,0.0037%
四川省,42,0.0037%
题材,42,0.0037%
天然气,42,0.0037%
维也纳,42,0.0037%
袭击,42,0.0037%
效应,42,0.0037%
协作,42,0.0037%
新加坡,42,0.0037%
新兴,42,0.0037%
信贷,42,0.0037%
兴建,42,0.0037%
亚,42,0.0037%
严寒,42,0.0037%
严厉,42,0.0037%
药,42,0.0037%
战役,42,0.0037%
执政,42,0.0037%
值,42,0.0037%
旨在,42,0.0037%
中介,42,0.0037%
着眼,42,0.0037%
综合治理,42,0.0037%
走访,42,0.0037%
组成部分,42,0.0037%
６００,41,0.0037%
８０％,41,0.0037%
巴基斯坦,41,0.0037%
冰,41,0.0037%
不久前,41,0.0037%
布莱尔,41,0.0037%
车站,41,0.0037%
磋商,41,0.0037%
搭,41,0.0037%
大门,41,0.0037%
杜,41,0.0037%
夫妇,41,0.0037%
覆盖,41,0.0037%
改组,41,0.0037%
歌舞,41,0.0037%
工具,41,0.0037%
供给,41,0.0037%
家宝,41,0.0037%
教练,41,0.0037%
金额,41,0.0037%
仅仅,41,0.0037%
卷,41,0.0037%
快乐,41,0.0037%
昆明,41,0.0037%
利税,41,0.0037%
联合会,41,0.0037%
率领,41,0.0037%
绿,41,0.0037%
迈出,41,0.0037%
每月,41,0.0037%
女士,41,0.0037%
牌,41,0.0037%
平稳,41,0.0037%
球员,41,0.0037%
上涨,41,0.0037%
深受,41,0.0037%
甚,41,0.0037%
适用,41,0.0037%
所长,41,0.0037%
委员长,41,0.0037%
温饱,41,0.0037%
无疑,41,0.0037%
祥和,41,0.0037%
小姐,41,0.0037%
爷爷,41,0.0037%
一百,41,0.0037%
依赖,41,0.0037%
迎来,41,0.0037%
硬,41,0.0037%
有益,41,0.0037%
原有,41,0.0037%
远远,41,0.0037%
灾情,41,0.0037%
遭到,41,0.0037%
这家,41,0.0037%
职责,41,0.0037%
致以,41,0.0037%
组,41,0.0037%
珀斯,41,0.0037%
１２０,40,0.0036%
１９９８,40,0.0036%
３０％,40,0.0036%
变动,40,0.0036%
波,40,0.0036%
乘,40,0.0036%
处在,40,0.0036%
大幅度,40,0.0036%
大师,40,0.0036%
大学生,40,0.0036%
到处,40,0.0036%
奠定,40,0.0036%
遏制,40,0.0036%
福州,40,0.0036%
概念,40,0.0036%
干预,40,0.0036%
钢铁,40,0.0036%
共识,40,0.0036%
够,40,0.0036%
股东,40,0.0036%
规范化,40,0.0036%
海军,40,0.0036%
汉年,40,0.0036%
话题,40,0.0036%
淮河,40,0.0036%
缓解,40,0.0036%
火箭,40,0.0036%
计算,40,0.0036%
交易所,40,0.0036%
警方,40,0.0036%
九十,40,0.0036%
酒,40,0.0036%
咖啡,40,0.0036%
开支,40,0.0036%
联欢,40,0.0036%
灵活,40,0.0036%
流,40,0.0036%
煤,40,0.0036%
年轻人,40,0.0036%
千万,40,0.0036%
前来,40,0.0036%
瑞士,40,0.0036%
施,40,0.0036%
十一,40,0.0036%
收支,40,0.0036%
授予,40,0.0036%
司法,40,0.0036%
似,40,0.0036%
踏,40,0.0036%
违纪,40,0.0036%
鲜花,40,0.0036%
消防,40,0.0036%
新增,40,0.0036%
寻求,40,0.0036%
呀,40,0.0036%
沿,40,0.0036%
要素,40,0.0036%
一番,40,0.0036%
以为,40,0.0036%
亦,40,0.0036%
右,40,0.0036%
院校,40,0.0036%
增产,40,0.0036%
战,40,0.0036%
掌声,40,0.0036%
浙江省,40,0.0036%
注册,40,0.0036%
装备,40,0.0036%
壮族,40,0.0036%
自主,40,0.0036%
座谈,40,0.0036%
４０％,39,0.0035%
必将,39,0.0035%
边防,39,0.0035%
打工,39,0.0035%
大业,39,0.0035%
待,39,0.0035%
担心,39,0.0035%
诞生,39,0.0035%
抵达,39,0.0035%
度,39,0.0035%
房,39,0.0035%
仿佛,39,0.0035%
分歧,39,0.0035%
副食品,39,0.0035%
附近,39,0.0035%
共产党员,39,0.0035%
沟通,39,0.0035%
顾问,39,0.0035%
过来,39,0.0035%
回落,39,0.0035%
回忆,39,0.0035%
集装箱,39,0.0035%
纪检,39,0.0035%
检察,39,0.0035%
景象,39,0.0035%
乐,39,0.0035%
冷空气,39,0.0035%
理事会,39,0.0035%
龙头,39,0.0035%
律师,39,0.0035%
马上,39,0.0035%
民主党派,39,0.0035%
那时,39,0.0035%
平凡,39,0.0035%
棋手,39,0.0035%
情感,39,0.0035%
权威,39,0.0035%
全民,39,0.0035%
全球化,39,0.0035%
森林,39,0.0035%
善于,39,0.0035%
生意,39,0.0035%
实验,39,0.0035%
水稻,39,0.0035%
特大,39,0.0035%
同步,39,0.0035%
外交部长,39,0.0035%
万年,39,0.0035%
忘记,39,0.0035%
违章,39,0.0035%
武术,39,0.0035%
物品,39,0.0035%
宪法,39,0.0035%
询问,39,0.0035%
严肃,39,0.0035%
一九九八年,39,0.0035%
一生,39,0.0035%
增添,39,0.0035%
张北县,39,0.0035%
支撑,39,0.0035%
支出,39,0.0035%
志愿,39,0.0035%
装,39,0.0035%
准,39,0.0035%
资本主义,39,0.0035%
５０％,38,0.0034%
９８,38,0.0034%
澳,38,0.0034%
病人,38,0.0034%
不准,38,0.0034%
草,38,0.0034%
产值,38,0.0034%
传,38,0.0034%
大臣,38,0.0034%
大多,38,0.0034%
大街,38,0.0034%
大赛,38,0.0034%
岛,38,0.0034%
电话机,38,0.0034%
锻炼,38,0.0034%
对策,38,0.0034%
房子,38,0.0034%
该行,38,0.0034%
高速公路,38,0.0034%
歌剧,38,0.0034%
各方,38,0.0034%
根据地,38,0.0034%
股份合作制,38,0.0034%
国家体委,38,0.0034%
过渡,38,0.0034%
华卿,38,0.0034%
会计,38,0.0034%
解释,38,0.0034%
进出口,38,0.0034%
近期,38,0.0034%
境界,38,0.0034%
距,38,0.0034%
宽,38,0.0034%
来华,38,0.0034%
历程,38,0.0034%
领,38,0.0034%
煤矿,38,0.0034%
每次,38,0.0034%
名人,38,0.0034%
年货,38,0.0034%
农场,38,0.0034%
怕,38,0.0034%
拼搏,38,0.0034%
浦东,38,0.0034%
庆,38,0.0034%
荣,38,0.0034%
身份,38,0.0034%
石家庄,38,0.0034%
收集,38,0.0034%
艘,38,0.0034%
所在,38,0.0034%
贴,38,0.0034%
退,38,0.0034%
消灭,38,0.0034%
眼光,38,0.0034%
养殖,38,0.0034%
一贯,38,0.0034%
营业,38,0.0034%
邮电,38,0.0034%
约旦河,38,0.0034%
赞赏,38,0.0034%
涨幅,38,0.0034%
致力,38,0.0034%
中外,38,0.0034%
周期,38,0.0034%
祝福,38,0.0034%
专题,38,0.0034%
１９８８年,37,0.0033%
８００,37,0.0033%
阿根廷,37,0.0033%
案,37,0.0033%
巴西,37,0.0033%
办公厅,37,0.0033%
帮扶,37,0.0033%
宝贵,37,0.0033%
本届,37,0.0033%
不顾,37,0.0033%
长野,37,0.0033%
大中城市,37,0.0033%
等待,37,0.0033%
地球,37,0.0033%
定位,37,0.0033%
动摇,37,0.0033%
而言,37,0.0033%
丰富多彩,37,0.0033%
风景,37,0.0033%
高尚,37,0.0033%
高速,37,0.0033%
耕地,37,0.0033%
公务员,37,0.0033%
共和国,37,0.0033%
顾客,37,0.0033%
国栋,37,0.0033%
国家级,37,0.0033%
含,37,0.0033%
寒风,37,0.0033%
侯,37,0.0033%
花园,37,0.0033%
环保,37,0.0033%
轿车,37,0.0033%
街,37,0.0033%
究竟,37,0.0033%
军营,37,0.0033%
科恩,37,0.0033%
克,37,0.0033%
控股,37,0.0033%
困扰,37,0.0033%
拉萨,37,0.0033%
列为,37,0.0033%
垄断,37,0.0033%
旅游业,37,0.0033%
秘密,37,0.0033%
名字,37,0.0033%
内涵,37,0.0033%
凝聚,37,0.0033%
全心全意,37,0.0033%
书法,37,0.0033%
数十,37,0.0033%
随时,37,0.0033%
统战部,37,0.0033%
外地,37,0.0033%
魏,37,0.0033%
湘西,37,0.0033%
销售额,37,0.0033%
型,37,0.0033%
行政区,37,0.0033%
熊,37,0.0033%
修,37,0.0033%
一个个,37,0.0033%
遗憾,37,0.0033%
应急,37,0.0033%
邮件,37,0.0033%
有机,37,0.0033%
预防,37,0.0033%
早已,37,0.0033%
占有,37,0.0033%
证书,37,0.0033%
中国人民解放军,37,0.0033%
中南海,37,0.0033%
中药,37,0.0033%
猪,37,0.0033%
总裁,37,0.0033%
２２,36,0.0032%
９０％,36,0.0032%
爱国主义,36,0.0032%
百万,36,0.0032%
伴随,36,0.0032%
彼此,36,0.0032%
补充,36,0.0032%
补贴,36,0.0032%
步入,36,0.0032%
产销,36,0.0032%
城区,36,0.0032%
赤字,36,0.0032%
灯,36,0.0032%
多样化,36,0.0032%
恶化,36,0.0032%
放松,36,0.0032%
感,36,0.0032%
核电,36,0.0032%
贺卡,36,0.0032%
化学,36,0.0032%
话剧团,36,0.0032%
吉,36,0.0032%
急,36,0.0032%
疾病,36,0.0032%
挤,36,0.0032%
计划经济,36,0.0032%
家园,36,0.0032%
检验,36,0.0032%
接近,36,0.0032%
境内,36,0.0032%
举,36,0.0032%
举报,36,0.0032%
开发区,36,0.0032%
空气,36,0.0032%
浪费,36,0.0032%
劳动者,36,0.0032%
民航,36,0.0032%
前线,36,0.0032%
青,36,0.0032%
权益,36,0.0032%
全方位,36,0.0032%
荣获,36,0.0032%
瑞典,36,0.0032%
审查,36,0.0032%
失败,36,0.0032%
逝世,36,0.0032%
水仙,36,0.0032%
太原,36,0.0032%
探讨,36,0.0032%
体会,36,0.0032%
团长,36,0.0032%
脱离,36,0.0032%
文选,36,0.0032%
下半年,36,0.0032%
显然,36,0.0032%
现状,36,0.0032%
兴奋剂,36,0.0032%
行使,36,0.0032%
修建,36,0.0032%
严,36,0.0032%
依托,36,0.0032%
以外,36,0.0032%
抑制,36,0.0032%
鱼,36,0.0032%
院,36,0.0032%
责任制,36,0.0032%
展览,36,0.0032%
真诚,36,0.0032%
周刊,36,0.0032%
诸多,36,0.0032%
最为,36,0.0032%
５万,35,0.0031%
６０％,35,0.0031%
拜,35,0.0031%
办事处,35,0.0031%
保,35,0.0031%
保留,35,0.0031%
本人,35,0.0031%
播出,35,0.0031%
财政部,35,0.0031%
册,35,0.0031%
长沙,35,0.0031%
沉重,35,0.0031%
大选,35,0.0031%
地下,35,0.0031%
地质部,35,0.0031%
放心,35,0.0031%
份额,35,0.0031%
风暴,35,0.0031%
福建省,35,0.0031%
海南省,35,0.0031%
回国,35,0.0031%
家属,35,0.0031%
坚定不移,35,0.0031%
建房,35,0.0031%
交谈,35,0.0031%
京城,35,0.0031%
具备,35,0.0031%
踞,35,0.0031%
剧组,35,0.0031%
克雷库,35,0.0031%
老板,35,0.0031%
老区,35,0.0031%
连日来,35,0.0031%
玲,35,0.0031%
零售,35,0.0031%
流入,35,0.0031%
梦,35,0.0031%
那曲,35,0.0031%
奶奶,35,0.0031%
内在,35,0.0031%
青岛,35,0.0031%
群众性,35,0.0031%
人人,35,0.0031%
散文,35,0.0031%
上面,35,0.0031%
售票,35,0.0031%
淘汰,35,0.0031%
投,35,0.0031%
投放,35,0.0031%
图书馆,35,0.0031%
推,35,0.0031%
微笑,35,0.0031%
我党,35,0.0031%
乌鲁木齐,35,0.0031%
喜欢,35,0.0031%
县城,35,0.0031%
响,35,0.0031%
向前,35,0.0031%
小区,35,0.0031%
小型,35,0.0031%
校长,35,0.0031%
新闻界,35,0.0031%
星,35,0.0031%
兴起,35,0.0031%
研讨,35,0.0031%
阎,35,0.0031%
演奏,35,0.0031%
一道,35,0.0031%
议长,35,0.0031%
印度尼西亚,35,0.0031%
涌现,35,0.0031%
遇,35,0.0031%
载,35,0.0031%
账,35,0.0031%
知识分子,35,0.0031%
直,35,0.0031%
转向,35,0.0031%
追究,35,0.0031%
总会,35,0.0031%
３５,34,0.0030%
３６,34,0.0030%
７０％,34,0.0030%
巴方,34,0.0030%
班,34,0.0030%
薄,34,0.0030%
保健,34,0.0030%
表,34,0.0030%
表面,34,0.0030%
斌,34,0.0030%
不论,34,0.0030%
超,34,0.0030%
春联,34,0.0030%
刺激,34,0.0030%
从严,34,0.0030%
大庆,34,0.0030%
档案,34,0.0030%
得知,34,0.0030%
冬,34,0.0030%
冬天,34,0.0030%
对方,34,0.0030%
夺取,34,0.0030%
儿女,34,0.0030%
甘肃,34,0.0030%
敢于,34,0.0030%
攻关,34,0.0030%
关怀,34,0.0030%
光辉,34,0.0030%
黑,34,0.0030%
忽视,34,0.0030%
集资,34,0.0030%
季节,34,0.0030%
家华,34,0.0030%
脚,34,0.0030%
教堂,34,0.0030%
警告,34,0.0030%
决不,34,0.0030%
开拓进取,34,0.0030%
看看,34,0.0030%
粮,34,0.0030%
流行,34,0.0030%
马来西亚,34,0.0030%
媒介,34,0.0030%
民兵,34,0.0030%
民主党,34,0.0030%
明白,34,0.0030%
难点,34,0.0030%
频繁,34,0.0030%
平方公里,34,0.0030%
气,34,0.0030%
谴责,34,0.0030%
趋,34,0.0030%
曲,34,0.0030%
缺,34,0.0030%
热爱,34,0.0030%
人格,34,0.0030%
上百,34,0.0030%
上学,34,0.0030%
十四,34,0.0030%
十五,34,0.0030%
石材,34,0.0030%
时报,34,0.0030%
实在,34,0.0030%
手机,34,0.0030%
数百,34,0.0030%
送给,34,0.0030%
塔,34,0.0030%
提醒,34,0.0030%
替代,34,0.0030%
天津市,34,0.0030%
突破口,34,0.0030%
网,34,0.0030%
维吾尔族,34,0.0030%
文化部,34,0.0030%
心情,34,0.0030%
行长,34,0.0030%
选民,34,0.0030%
雪灾,34,0.0030%
压,34,0.0030%
烟草,34,0.0030%
演唱,34,0.0030%
演习,34,0.0030%
一律,34,0.0030%
依照,34,0.0030%
移送,34,0.0030%
银,34,0.0030%
用品,34,0.0030%
增多,34,0.0030%
账户,34,0.0030%
郑重,34,0.0030%
指责,34,0.0030%
壮大,34,0.0030%
遵循,34,0.0030%
１５％,33,0.0029%
１９９９年,33,0.0029%
２６,33,0.0029%
４万,33,0.0029%
巴格达,33,0.0029%
北京军区,33,0.0029%
本法,33,0.0029%
变革,33,0.0029%
波黑,33,0.0029%
长期以来,33,0.0029%
超越,33,0.0029%
称赞,33,0.0029%
初期,33,0.0029%
大都,33,0.0029%
大使馆,33,0.0029%
带头,33,0.0029%
第七,33,0.0029%
调节,33,0.0029%
订,33,0.0029%
发起,33,0.0029%
返回,33,0.0029%
福利,33,0.0029%
岗,33,0.0029%
古老,33,0.0029%
管辖,33,0.0029%
海内外,33,0.0029%
好处,33,0.0029%
合肥,33,0.0029%
红军,33,0.0029%
欢聚一堂,33,0.0029%
环,33,0.0029%
缓慢,33,0.0029%
回报,33,0.0029%
火,33,0.0029%
揭示,33,0.0029%
考验,33,0.0029%
良性,33,0.0029%
隆重,33,0.0029%
罗马,33,0.0029%
迈向,33,0.0029%
苗族,33,0.0029%
命令,33,0.0029%
难关,33,0.0029%
难忘,33,0.0029%
年年,33,0.0029%
排除,33,0.0029%
平静,33,0.0029%
评估,33,0.0029%
破,33,0.0029%
欠,33,0.0029%
桥本,33,0.0029%
轻,33,0.0029%
倾向,33,0.0029%
去年底,33,0.0029%
全世界,33,0.0029%
缺少,33,0.0029%
赛事,33,0.0029%
深厚,33,0.0029%
省级,33,0.0029%
实用,33,0.0029%
实质,33,0.0029%
室内,33,0.0029%
书画,33,0.0029%
送礼,33,0.0029%
太岳区,33,0.0029%
天空,33,0.0029%
铁道部,33,0.0029%
同行,33,0.0029%
顽强,33,0.0029%
维修,33,0.0029%
稳步,33,0.0029%
武汉市,33,0.0029%
物,33,0.0029%
昔日,33,0.0029%
牺牲,33,0.0029%
下功夫,33,0.0029%
想象,33,0.0029%
一家,33,0.0029%
一时,33,0.0029%
易,33,0.0029%
逾,33,0.0029%
云龙,33,0.0029%
暂时,33,0.0029%
责令,33,0.0029%
真是,33,0.0029%
指引,33,0.0029%
自豪,33,0.0029%
１５０,32,0.0029%
１９９７,32,0.0029%
３１,32,0.0029%
颁布,32,0.0029%
办公,32,0.0029%
抱,32,0.0029%
波兰,32,0.0029%
博士,32,0.0029%
倡导,32,0.0029%
朝鲜,32,0.0029%
潮流,32,0.0029%
成人,32,0.0029%
筹措,32,0.0029%
出色,32,0.0029%
储量,32,0.0029%
床,32,0.0029%
创业,32,0.0029%
春天,32,0.0029%
此后,32,0.0029%
存,32,0.0029%
大约,32,0.0029%
党组织,32,0.0029%
刀,32,0.0029%
动物园,32,0.0029%
度过,32,0.0029%
反而,32,0.0029%
费,32,0.0029%
分离,32,0.0029%
格外,32,0.0029%
工地,32,0.0029%
购物,32,0.0029%
好转,32,0.0029%
虎踞,32,0.0029%
急剧,32,0.0029%
急需,32,0.0029%
计委,32,0.0029%
记得,32,0.0029%
加元,32,0.0029%
监狱,32,0.0029%
坚实,32,0.0029%
交给,32,0.0029%
